"","Gene","Quiescence_avg_log2FC","Quiescence_Up_percent","Quiescence_Down_percent","Quiescence_wilcox","Quiescence_wilcox.adj","Type","Rank"
"CRIP1","CRIP1",0.140315381783407,0.85,0.15,0.0327682495117188,0.223906763422573,"None",13151
"SMIM14","SMIM14",0.140247587623151,0.6,0.4,0.0295753479003906,0.209717525117048,"None",13150
"MACC1","MACC1",0.140191035000051,0.7,0.3,0.0327682495117188,0.223906763422573,"None",13149
"VASP","VASP",0.140071002509187,0.8,0.2,0.0896949768066406,0.356996124666145,"None",13148
"PRSS8","PRSS8",0.139881499851428,0.85,0.15,0.017181396484375,0.16646339989811,"None",13147
"GLUL","GLUL",0.139863150443755,0.8,0.2,0.00365447998046875,0.0837656787318042,"None",13146
"PROX1","PROX1",0.139638185238539,0.9,0.1,0.000585556030273438,0.0394558834670177,"Up",13145
"CTNNB1","CTNNB1",0.13954066842065,0.7,0.3,0.277355194091797,0.590607558770352,"None",13144
"SNX9","SNX9",0.139507249830278,0.7,0.3,0.0896949768066406,0.356996124666145,"None",13143
"OXSR1","OXSR1",0.139392376220397,0.65,0.35,0.230512619018555,0.544563725937245,"None",13142
"NDUFA3","NDUFA3",0.139363413142424,0.65,0.35,0.0192337036132812,0.17461390098205,"None",13141
"IL8","IL8",0.138824067909218,0.65,0.35,0.000707626342773438,0.043326765434927,"Up",13140
"SYF2","SYF2",0.138544324360303,0.85,0.15,0.00232505798339844,0.0686711508797129,"None",13139
"RMND5A","RMND5A",0.138318305061285,0.7,0.3,0.00232505798339844,0.0686711508797129,"None",13138
"PPARGC1A","PPARGC1A",0.138210726715895,0.95,0.05,2.6702880859375e-05,0.0170504252115885,"Up",13137
"GFPT1","GFPT1",0.137816145119876,0.6,0.4,0.132726669311523,0.429161299444952,"None",13136
"RASGRP3","RASGRP3",0.137249580780382,0.8,0.2,0.000707626342773438,0.043326765434927,"Up",13135
"XBP1","XBP1",0.13710026868125,0.7,0.3,0.0295753479003906,0.209717525117048,"None",13134
"TGIF1","TGIF1",0.13700425957503,0.65,0.35,0.230512619018555,0.544563725937245,"None",13133
"RABAC1","RABAC1",0.136895881182647,0.75,0.25,0.164957046508789,0.473139271078972,"None",13132
"MAP1LC3A","MAP1LC3A",0.136802579828165,0.85,0.15,0.00315284729003906,0.0790215501161379,"None",13131
"RUNX1","RUNX1",0.136527389652913,0.8,0.2,0.058258056640625,0.293787996048943,"None",13130
"SLFN5","SLFN5",0.136524948143611,0.8,0.2,0.017181396484375,0.16646339989811,"None",13129
"EPC1","EPC1",0.136402434768165,0.8,0.2,0.00365447998046875,0.0837656787318042,"None",13128
"TSPAN8","TSPAN8",0.136316943163303,0.65,0.35,0.105398178100586,0.38467179372639,"None",13127
"RBM47","RBM47",0.136310467919478,0.7,0.3,0.230512619018555,0.544563725937245,"None",13126
"FAM134B","FAM134B",0.136180702882008,0.75,0.25,0.0362339019775391,0.23397452354078,"None",13125
"PNPLA8","PNPLA8",0.135757742933487,0.85,0.15,0.000209808349609375,0.0281332015991211,"Up",13124
"TICAM1","TICAM1",0.135722830562879,0.7,0.3,0.026641845703125,0.201830796063957,"None",13123
"CREBRF","CREBRF",0.135698987963845,0.8,0.2,0.00943565368652344,0.126989047670221,"None",13122
"RP11-631M6.2","RP11-631M6.2",0.135659580189793,0.75,0.25,0.164957046508789,0.473139271078972,"None",13121
"HK2","HK2",0.135566379565909,0.65,0.35,0.245487213134766,0.56020048347925,"None",13120
"HIST1H2AC","HIST1H2AC",0.135386697049806,0.6,0.4,0.00638961791992188,0.107771555582682,"None",13119
"AQP3","AQP3",0.135175320826203,0.85,0.15,8.20159912109375e-05,0.018639871629618,"Up",13118
"MAPK1IP1L","MAPK1IP1L",0.134692202416739,0.85,0.15,0.0637226104736328,0.306256804244065,"None",13117
"GTF2B","GTF2B",0.134328265410558,0.9,0.1,1.33514404296875e-05,0.011935297648112,"Up",13116
"C6orf62","C6orf62",0.133815084860129,0.6,0.4,0.113986968994141,0.39928194024097,"None",13115
"LGALSL","LGALSL",0.133488840213041,0.85,0.15,0.00729560852050781,0.113884533936542,"None",13114
"TMEM59","TMEM59",0.13347854083134,0.7,0.3,0.0637226104736328,0.306256804244065,"None",13113
"NRARP","NRARP",0.133426539422977,0.6,0.4,0.189348220825195,0.502368479035426,"None",13112
"RAB9A","RAB9A",0.132921562462868,0.75,0.25,0.0120792388916016,0.141910202423233,"None",13111
"LAMA3","LAMA3",0.132485552666094,0.6,0.4,0.0973072052001953,0.370258886075317,"None",13110
"NR4A3","NR4A3",0.13237623990015,0.7,0.3,0.176853179931641,0.489458057730314,"None",13109
"SEZ6L2","SEZ6L2",0.132285083115099,0.85,0.15,0.0531692504882812,0.282915269760858,"None",13108
"ATP6V1H","ATP6V1H",0.13189062960415,0.75,0.25,0.00943565368652344,0.126989047670221,"None",13107
"TSC22D3","TSC22D3",0.131837795085402,0.65,0.3,0.153119966086662,0.459568481904812,"None",13106
"RHOD","RHOD",0.131636807293171,0.7,0.3,0.0637226104736328,0.306256804244065,"None",13105
"SKAP2","SKAP2",0.131558312450159,0.75,0.25,0.0362339019775391,0.23397452354078,"None",13104
"KDELR1","KDELR1",0.131419414410277,0.6,0.4,0.261098861694336,0.577830440082415,"None",13103
"PLEC","PLEC",0.131304725601774,0.7,0.3,0.0327682495117188,0.223906763422573,"None",13102
"RNF103","RNF103",0.131052836521989,0.75,0.25,0.0896949768066406,0.356996124666145,"None",13101
"RRAGC","RRAGC",0.131028934845673,0.75,0.25,0.058258056640625,0.293787996048943,"None",13100
"RP11-632C17--A.1","RP11-632C17--A.1",0.130853974282103,0.6,0.4,0.294252395629883,0.606240350300368,"None",13099
"KCNQ1OT1","KCNQ1OT1",0.130764623202184,0.65,0.35,0.294252395629883,0.606240350300368,"None",13098
"PGC","PGC",0.130537626122075,0.6,0.4,0.202449798583984,0.517371707492404,"None",13097
"ATP6V1D","ATP6V1D",0.1304479126696,0.65,0.35,0.000322341918945312,0.032744566599528,"Up",13096
"ETS1","ETS1",0.130438385919688,0.75,0.25,0.00422096252441406,0.0901256154297264,"None",13095
"DIAPH1","DIAPH1",0.130343778404804,0.6,0.4,0.216167449951172,0.532339639374704,"None",13094
"CDKN2B","CDKN2B",0.1295488466956,0.55,0.05,0.00535526358980952,0.102653383064008,"None",13093
"OPTN","OPTN",0.12936981773778,0.7,0.3,0.0295753479003906,0.209717525117048,"None",13092
"PMAIP1","PMAIP1",0.129116138522042,0.8,0.2,0.0362339019775391,0.23397452354078,"None",13091
"MAP3K8","MAP3K8",0.128912756444106,0.8,0.2,0.017181396484375,0.16646339989811,"None",13090
"CRB3","CRB3",0.128593357815327,0.8,0.2,0.00729560852050781,0.113884533936542,"None",13089
"JOSD1","JOSD1",0.128334955813768,0.8,0.2,0.069580078125,0.320508164746865,"None",13088
"OVOL1","OVOL1",0.12830460540266,0.7,0.3,0.368276596069336,0.667507552945894,"None",13087
"TIMP2","TIMP2",0.12819875136671,0.75,0.25,0.113986968994141,0.39928194024097,"None",13086
"TMEM176A","TMEM176A",0.128044575303671,0.8,0.2,0.0758514404296875,0.333367598766574,"None",13085
"MYLIP","MYLIP",0.12767838909512,0.95,0.05,0.0001678466796875,0.0264783073874081,"Up",13084
"HIST1H2BD","HIST1H2BD",0.127651183002923,0.8,0.2,0.00271224975585938,0.0728697991183494,"None",13083
"B4GALT1","B4GALT1",0.127629808064625,0.65,0.35,0.142906188964844,0.443879797968402,"None",13082
"MISP","MISP",0.127425172945203,0.75,0.25,0.082550048828125,0.344618183292755,"None",13081
"POF1B","POF1B",0.127304557671955,0.65,0.35,0.026641845703125,0.201830796063957,"None",13080
"RP11-318K12.1","RP11-318K12.1",0.127250098639783,0.7,0.3,0.026641845703125,0.201830796063957,"None",13079
"PDLIM5","PDLIM5",0.127238312088091,0.75,0.25,0.017181396484375,0.16646339989811,"None",13078
"NFKBIB","NFKBIB",0.127193194904253,0.8,0.2,0.00558090209960938,0.102653383064008,"None",13077
"PGLS","PGLS",0.12653971298146,0.8,0.2,0.026641845703125,0.201830796063957,"None",13076
"FAM211A","FAM211A",0.126532544461676,0.7,0.3,0.189348220825195,0.502368479035426,"None",13075
"TMEM2","TMEM2",0.126419828334749,0.7,0.3,0.00168991088867188,0.0619126095797846,"None",13074
"KRT23","KRT23",0.126346836690323,0.55,0.45,0.348810195922852,0.65378751986714,"None",13073
"TANC2","TANC2",0.126240490664764,0.65,0.35,0.123092651367188,0.413775222407274,"None",13072
"SERPINB1","SERPINB1",0.126036209755605,0.7,0.3,0.0637226104736328,0.306256804244065,"None",13071
"GLRX","GLRX",0.125947896134453,0.7,0.3,0.0120792388916016,0.141910202423233,"None",13070
"PCMTD1","PCMTD1",0.125863303677721,0.7,0.3,0.017181396484375,0.16646339989811,"None",13069
"CD55","CD55",0.12573248047681,0.5,0.5,0.452375411987305,0.728024711874432,"None",13068
"BBC3","BBC3",0.125553439012238,0.75,0.25,0.00365447998046875,0.0837656787318042,"None",13067
"TOR1AIP2","TOR1AIP2",0.125260202410391,0.75,0.25,0.0399894714355469,0.245409072072882,"None",13066
"YPEL3","YPEL3",0.125187254328175,0.65,0.35,0.0295753479003906,0.209717525117048,"None",13065
"MCF2L","MCF2L",0.124892430265645,0.6,0.4,0.230512619018555,0.544563725937245,"None",13064
"ABHD3","ABHD3",0.124846104583119,0.8,0.2,0.000707626342773438,0.043326765434927,"Up",13063
"RP11-1143G9.4","RP11-1143G9.4",0.12475004600294,0.6,0.4,0.277355194091797,0.590607558770352,"None",13062
"JMJD1C","JMJD1C",0.124661409565051,0.7,0.3,0.00729560852050781,0.113884533936542,"None",13061
"KLHL24","KLHL24",0.124597137269864,0.7,0.3,0.0399894714355469,0.245409072072882,"None",13060
"DYNLT1","DYNLT1",0.124464469745209,0.65,0.35,0.0239505767822266,0.191733303924105,"None",13059
"PPP1R10","PPP1R10",0.124327322475761,0.5,0.5,0.545875549316406,0.789861361906085,"None",13058
"PDZK1IP1","PDZK1IP1",0.124160431391335,0.7,0.3,0.0531692504882812,0.282915269760858,"None",13057
"DNAJB6","DNAJB6",0.124137084976707,0.65,0.35,0.277355194091797,0.590607558770352,"None",13056
"PTTG1IP","PTTG1IP",0.124104673991952,0.75,0.25,0.0362339019775391,0.23397452354078,"None",13055
"FCGRT","FCGRT",0.123992375836282,0.75,0.25,0.164957046508789,0.473139271078972,"None",13054
"ACTN4","ACTN4",0.123990715302376,0.6,0.4,0.0239505767822266,0.191733303924105,"None",13053
"SERP1","SERP1",0.123929937646319,0.8,0.2,0.0153121948242188,0.158671731373995,"None",13052
"BAX","BAX",0.123899180838242,0.95,0.05,0.0239505767822266,0.191733303924105,"None",13051
"CAST","CAST",0.123744328802356,0.7,0.3,0.069580078125,0.320508164746865,"None",13050
"IGBP1","IGBP1",0.123614294134805,0.75,0.25,0.0758514404296875,0.333367598766574,"None",13049
"FAM53C","FAM53C",0.122877931574853,0.7,0.3,0.0484409332275391,0.269520528484677,"None",13048
"DUSP5","DUSP5",0.122848325824461,0.8,0.2,0.000707626342773438,0.043326765434927,"Up",13047
"DDX52","DDX52",0.122407204718667,0.8,0.2,0.021484375,0.183961675846105,"None",13046
"RP11-29G8.3","RP11-29G8.3",0.121930349585274,0.65,0.35,0.153646469116211,0.459568481904812,"None",13045
"TMEM159","TMEM159",0.121890771116152,0.85,0.15,0.017181396484375,0.16646339989811,"None",13044
"HBEGF","HBEGF",0.121856556899894,0.55,0.45,0.0362339019775391,0.23397452354078,"None",13043
"PIM3","PIM3",0.121621727702143,0.8,0.2,0.00232505798339844,0.0686711508797129,"None",13042
"RRAD","RRAD",0.121579649880792,0.7,0.3,0.0327682495117188,0.223906763422573,"None",13041
"FAM13A","FAM13A",0.121292040421793,0.6,0.4,0.113986968994141,0.39928194024097,"None",13040
"EIF4EBP2","EIF4EBP2",0.121233895064771,0.9,0.1,0.00943565368652344,0.126989047670221,"None",13039
"FLII","FLII",0.120738742577071,0.8,0.2,0.082550048828125,0.344618183292755,"None",13038
"KRT80","KRT80",0.120253442463151,0.6,0.4,0.189348220825195,0.502368479035426,"None",13037
"PDLIM1","PDLIM1",0.119957021808422,0.6,0.4,0.069580078125,0.320508164746865,"None",13036
"PYCARD","PYCARD",0.11980154314849,0.7,0.3,0.0484409332275391,0.269520528484677,"None",13035
"KRT8","KRT8",0.119788691629213,0.8,0.2,0.000104904174804688,0.0213130315144857,"Up",13034
"RNF44","RNF44",0.119707739971834,0.7,0.3,0.0896949768066406,0.356996124666145,"None",13033
"NDUFB5","NDUFB5",0.119572772497382,0.8,0.2,0.0120792388916016,0.141910202423233,"None",13032
"RALGDS","RALGDS",0.119534081262116,0.75,0.25,0.142906188964844,0.443879797968402,"None",13031
"PMEPA1","PMEPA1",0.119526031984007,0.6,0.4,0.113986968994141,0.39928194024097,"None",13030
"ETNK1","ETNK1",0.119360071823248,0.7,0.3,0.142906188964844,0.443879797968402,"None",13029
"BACH1","BACH1",0.119314761078778,0.85,0.15,0.00638961791992188,0.107771555582682,"None",13028
"SCNN1A","SCNN1A",0.118872010473807,0.7,0.3,0.176853179931641,0.489458057730314,"None",13027
"SRCAP","SRCAP",0.118861407315515,0.7,0.3,0.0484409332275391,0.269520528484677,"None",13026
"MKNK2","MKNK2",0.118661971452624,0.6,0.4,0.069580078125,0.320508164746865,"None",13025
"YIF1A","YIF1A",0.118507444308426,0.8,0.2,0.058258056640625,0.293787996048943,"None",13024
"OTUD1","OTUD1",0.118370579025906,0.75,0.25,0.021484375,0.183961675846105,"None",13023
"ATOX1","ATOX1",0.118165204374862,0.75,0.25,0.0120792388916016,0.141910202423233,"None",13022
"DAPP1","DAPP1",0.117953552428653,0.9,0.1,0.000261306762695312,0.0299475417177901,"Up",13021
"BAIAP2L1","BAIAP2L1",0.117863369630967,0.75,0.25,0.0192337036132812,0.17461390098205,"None",13020
"VAMP8","VAMP8",0.117774384809308,0.7,0.3,0.153646469116211,0.459568481904812,"None",13019
"SLPI","SLPI",0.117700152090151,0.65,0.35,0.105398178100586,0.38467179372639,"None",13018
"GCLC","GCLC",0.117613854897293,0.85,0.15,0.00365447998046875,0.0837656787318042,"None",13017
"SLC16A4","SLC16A4",0.117559978903229,0.7,0.3,0.000322341918945312,0.032744566599528,"Up",13016
"TMEM176B","TMEM176B",0.117436322133941,0.7,0.3,0.0531692504882812,0.282915269760858,"None",13015
"SRD5A3","SRD5A3",0.117346000432146,0.75,0.25,0.0531692504882812,0.282915269760858,"None",13014
"MAP4K3","MAP4K3",0.117205251045832,0.8,0.2,0.0362339019775391,0.23397452354078,"None",13013
"RP11-294O2.2","RP11-294O2.2",0.116906037550707,0.65,0.35,0.0531692504882812,0.282915269760858,"None",13012
"CREB3","CREB3",0.116781579687922,0.7,0.3,0.0239505767822266,0.191733303924105,"None",13011
"CD9","CD9",0.116683162675845,0.6,0.4,0.216167449951172,0.532339639374704,"None",13010
"DHRS9","DHRS9",0.116561842325455,0.7,0.3,0.0758514404296875,0.333367598766574,"None",13009
"MARCH3","MARCH3",0.116342482245064,0.75,0.25,0.0973072052001953,0.370258886075317,"None",13008
"TNFRSF21","TNFRSF21",0.116105083245109,0.65,0.35,0.00943565368652344,0.126989047670221,"None",13007
"AP1G1","AP1G1",0.116034045513449,0.7,0.3,0.0637226104736328,0.306256804244065,"None",13006
"CCDC107","CCDC107",0.115995150145363,0.75,0.25,0.0106887817382812,0.134452039707892,"None",13005
"PELI1","PELI1",0.115990885650979,0.8,0.2,0.164957046508789,0.473139271078972,"None",13004
"MED17","MED17",0.115988355884961,0.6,0.4,0.0637226104736328,0.306256804244065,"None",13003
"RNF24","RNF24",0.11594552649369,0.7,0.3,0.164957046508789,0.473139271078972,"None",13002
"PRSS23","PRSS23",0.115935719053468,0.7,0.3,0.216167449951172,0.532339639374704,"None",13001
"NFKB1","NFKB1",0.115906407769826,0.75,0.25,0.176853179931641,0.489458057730314,"None",13000
"SBDS","SBDS",0.115849571116739,0.65,0.35,0.0153121948242188,0.158671731373995,"None",12999
"MIR4435-1HG","MIR4435-1HG",0.115766814954934,0.7,0.3,0.388376235961914,0.683430045671037,"None",12998
"WDR26","WDR26",0.115649435895956,0.75,0.25,0.216167449951172,0.532339639374704,"None",12997
"YIPF3","YIPF3",0.115644822242818,0.8,0.2,0.058258056640625,0.293787996048943,"None",12996
"GNB2L1","GNB2L1",0.115576510084442,0.7,0.3,0.123092651367188,0.413775222407274,"None",12995
"IL6ST","IL6ST",0.115504086060241,0.7,0.3,0.017181396484375,0.16646339989811,"None",12994
"RBM39","RBM39",0.115477376582128,0.7,0.3,0.0120792388916016,0.141910202423233,"None",12993
"MAP2K3","MAP2K3",0.115361772940623,0.6,0.4,0.784126281738281,0.915166621275012,"None",12992
"ANXA4","ANXA4",0.11509629059579,0.7,0.3,0.0153121948242188,0.158671731373995,"None",12991
"SNAP23","SNAP23",0.115082933356058,0.65,0.35,0.058258056640625,0.293787996048943,"None",12990
"ZNF117","ZNF117",0.11499387683595,0.85,0.15,0.0637226104736328,0.306256804244065,"None",12989
"SIK1","SIK1",0.114982855512037,0.55,0.45,0.0637226104736328,0.306256804244065,"None",12988
"TMBIM1","TMBIM1",0.114867946584654,0.6,0.4,0.0637226104736328,0.306256804244065,"None",12987
"SPINT1","SPINT1",0.114857810137823,0.7,0.3,0.0973072052001953,0.370258886075317,"None",12986
"ATP6V0B","ATP6V0B",0.114767511422078,0.65,0.35,0.216167449951172,0.532339639374704,"None",12985
"PHPT1","PHPT1",0.114628776507749,0.6,0.4,0.985435485839844,0.998617323883499,"None",12984
"ANKLE2","ANKLE2",0.114512790309107,0.8,0.2,0.082550048828125,0.344618183292755,"None",12983
"MUC2","MUC2",0.114440239346846,0.65,0.2,0.255908620519372,0.577830440082415,"None",12982
"CCDC108","CCDC108",0.114288962068556,0.55,0.45,0.0239505767822266,0.191733303924105,"None",12981
"B3GNT3","B3GNT3",0.113888823797347,0.75,0.25,0.0362339019775391,0.23397452354078,"None",12980
"HS3ST1","HS3ST1",0.113793102268367,0.85,0.15,0.0531692504882812,0.282915269760858,"None",12979
"ABHD17B","ABHD17B",0.113769265634248,0.75,0.25,0.00143241882324219,0.0573352358234462,"None",12978
"PIGP","PIGP",0.113602619937397,0.85,0.15,0.00271224975585938,0.0728697991183494,"None",12977
"KPNA4","KPNA4",0.113553113976915,0.65,0.35,0.277355194091797,0.590607558770352,"None",12976
"AAK1","AAK1",0.113390364415884,0.65,0.35,0.0106887817382812,0.134452039707892,"None",12975
"ACOX1","ACOX1",0.113202477930911,0.8,0.2,0.113986968994141,0.39928194024097,"None",12974
"NEDD4L","NEDD4L",0.113193888155846,0.7,0.3,0.00638961791992188,0.107771555582682,"None",12973
"ACTR3","ACTR3",0.113160809562044,0.65,0.35,0.0758514404296875,0.333367598766574,"None",12972
"HIST1H4H","HIST1H4H",0.113052274551525,0.65,0.35,0.0106887817382812,0.134452039707892,"None",12971
"DDA1","DDA1",0.113003591769199,0.8,0.2,0.0153121948242188,0.158671731373995,"None",12970
"CAMSAP1","CAMSAP1",0.112994803953687,0.9,0.1,0.0484409332275391,0.269520528484677,"None",12969
"LASP1","LASP1",0.112778083654611,0.65,0.35,0.0362339019775391,0.23397452354078,"None",12968
"CDR2","CDR2",0.112740220307933,0.85,0.15,0.00943565368652344,0.126989047670221,"None",12967
"CYTH2","CYTH2",0.11267523752029,0.85,0.15,0.0239505767822266,0.191733303924105,"None",12966
"USP9X","USP9X",0.112655125658766,0.8,0.2,0.0484409332275391,0.269520528484677,"None",12965
"EIF4E","EIF4E",0.112609276436444,0.65,0.35,0.368276596069336,0.667507552945894,"None",12964
"ADIPOR2","ADIPOR2",0.112168323318935,0.7,0.3,0.069580078125,0.320508164746865,"None",12963
"TRIB3","TRIB3",0.111673371956479,0.6,0.4,0.132726669311523,0.429161299444952,"None",12962
"B3GNT7","B3GNT7",0.111607598836319,0.7,0.3,0.0896949768066406,0.356996124666145,"None",12961
"TINAGL1","TINAGL1",0.111310474009306,0.65,0.35,0.0973072052001953,0.370258886075317,"None",12960
"C10orf118","C10orf118",0.111290566609945,0.7,0.3,0.00943565368652344,0.126989047670221,"None",12959
"BAG1","BAG1",0.111195160990104,0.7,0.3,0.0758514404296875,0.333367598766574,"None",12958
"ST6GALNAC1","ST6GALNAC1",0.111000393502899,0.4,0.6,0.595819473266602,0.81598849116861,"None",12957
"FAM43A","FAM43A",0.11095477954014,0.7,0.3,0.058258056640625,0.293787996048943,"None",12956
"PSORS1C1","PSORS1C1",0.110630878273158,0.7,0.3,0.0239505767822266,0.191733303924105,"None",12955
"GALNT3","GALNT3",0.110416526733439,0.75,0.25,0.0758514404296875,0.333367598766574,"None",12954
"ZBTB10","ZBTB10",0.110075607259284,0.8,0.2,0.00422096252441406,0.0901256154297264,"None",12953
"AMOTL2","AMOTL2",0.109721831421031,0.65,0.35,0.00729560852050781,0.113884533936542,"None",12952
"GULP1","GULP1",0.109253272719604,0.5,0.5,0.498008728027344,0.758840799331665,"None",12951
"RAB27B","RAB27B",0.109195398441578,0.75,0.25,0.0239505767822266,0.191733303924105,"None",12950
"DYRK2","DYRK2",0.109147078214303,0.75,0.25,0.142906188964844,0.443879797968402,"None",12949
"RYBP","RYBP",0.108920787845002,0.75,0.25,0.058258056640625,0.293787996048943,"None",12948
"EIF3E","EIF3E",0.108730727555997,0.65,0.35,0.202449798583984,0.517371707492404,"None",12947
"SNRK","SNRK",0.108637567453704,0.8,0.2,0.0484409332275391,0.269520528484677,"None",12946
"CLIC3","CLIC3",0.108625353016406,0.65,0.35,0.202449798583984,0.517371707492404,"None",12945
"SLC16A3","SLC16A3",0.108617871460495,0.75,0.25,0.0484409332275391,0.269520528484677,"None",12944
"DSP","DSP",0.108469667644703,0.7,0.3,0.176853179931641,0.489458057730314,"None",12943
"CNFN","CNFN",0.108465286747527,0.8,0.2,0.000482559204101562,0.0365572676146771,"Up",12942
"KIAA1683","KIAA1683",0.108449074147492,0.65,0.35,0.00729560852050781,0.113884533936542,"None",12941
"BAMBI","BAMBI",0.108432250891392,0.8,0.2,0.00198554992675781,0.0645328276120457,"None",12940
