"","Gene","Mode0_Mean","Mode1_Mean","Mode2_Mean","Mode3_Mean","Mode0_Percent","Mode1_Percent","Mode2_Percent","Mode3_Percent"
"ILKAP","ILKAP",-0.0065644244087402,-0.00585140152660826,0.0251260514484942,-0.0206371679982409,0.45,0.529411764705882,0.571428571428571,0.4
"TMEM60","TMEM60",0.0235165937140355,0.0676142704767232,0.00634334441663547,-0.0158545869245405,0.7,0.764705882352941,0.714285714285714,0.6
"TOP3A","TOP3A",-0.0373144015521193,-0.0197016982820426,0.0134661922050749,0.0234694378004911,0.75,0.588235294117647,0.571428571428571,0.6
"RC3H1","RC3H1",0.0508505161580882,-0.027814889617646,-0.0312918664874035,-0.0646998919538976,0.65,0.411764705882353,0.571428571428571,0.8
"DPH2","DPH2",-0.0737570631863553,0.0329595492132029,0.0702497894120644,0.0682778180702239,0.75,0.529411764705882,0.857142857142857,1
"SNHG17","SNHG17",-0.049947682107294,0.0529183692491445,0.00308710315626879,-0.0712063371566364,0.6,0.705882352941177,0.571428571428571,0.8
"VPS25","VPS25",0.0466267294307115,-0.0307822607408021,-0.189002897141017,0.0525672235696305,0.6,0.529411764705882,0.928571428571429,0.6
"KIAA0100","KIAA0100",-0.075784690811638,-0.0222829010884367,0.0822728016237348,-0.0158020633070081,0.8,0.529411764705882,0.857142857142857,0.4
"C2orf47","C2orf47",-0.0633067116490602,0.0154546310875422,0.0742403565336343,0.0467445467931672,0.8,0.588235294117647,0.928571428571429,0.8
"TMEM185B","TMEM185B",0.0215175830305331,0.0424492656459771,0.0716768743927075,0.0856777960494793,0.5,0.647058823529412,0.928571428571429,0.8
"GTPBP8","GTPBP8",0.0182423050286676,0.0833162509572687,0.0333586315267885,0.00165524117074184,0.7,0.764705882352941,0.785714285714286,0.6
"SLC19A2","SLC19A2",0.0271060710682941,-0.0505276401581692,0.124935534458622,0.041799270654123,0.7,0.588235294117647,0.857142857142857,0.6
"UPF1","UPF1",-0.0589067388877023,0.115036378945496,0.09308955266217,-0.0276791030863161,0.8,0.647058823529412,0.928571428571429,0.6
"EPT1","EPT1",-0.0340571487446821,0.032186871868138,0.135817151746405,-0.0725516186500042,0.65,0.588235294117647,0.785714285714286,0.8
"MICAL2","MICAL2",0.026685487179086,-0.0782246976948473,0.0253792646589697,-0.00541040543721458,0.65,0.647058823529412,0.571428571428571,0.4
"ALDH1A1","ALDH1A1",-0.0955180530919982,0.193235392426649,0.321777727377437,0.209903733533124,0.6,0.882352941176471,0.642857142857143,1
"C1orf174","C1orf174",-0.0654462585337937,0.0203980359128957,0.0250890317566444,0.0624728112296378,0.7,0.529411764705882,0.714285714285714,0.8
"ACBD3","ACBD3",0.0178912525441255,-0.0400158848286361,-0.121490224287578,0.0340970960917748,0.55,0.588235294117647,0.857142857142857,0.8
"CCDC82","CCDC82",-0.00321211327197502,0.00759572475123881,0.00129844055030119,0.0152476481592352,0.55,0.470588235294118,0.642857142857143,0.8
"SAMD12","SAMD12",0.0192276526850678,0.0490319902533696,-0.0129560341296214,0.0235692900207113,0.55,0.705882352941177,0.571428571428571,0.2
"ADAM8","ADAM8",-0.066245679406155,-0.163785650715865,0.141235799007927,0.00183830659990993,0.7,0.882352941176471,0.714285714285714,0.4
"CCNY","CCNY",0.0397055536187274,0.0388833465297115,-0.141055606775061,-0.0534030636892283,0.6,0.647058823529412,0.857142857142857,0.6
"PABPC4","PABPC4",0.0352368876381654,0.219485037439107,0.12681786055279,-0.250932680726289,0.55,0.764705882352941,0.714285714285714,1
"STYXL1","STYXL1",-0.00326836694355169,-0.00404224489639049,0.0523941969005451,-0.0703458144503054,0.5,0.470588235294118,0.714285714285714,0.4
"FERMT1","FERMT1",-0.0961586812407255,0.0629301312525947,-0.00806468905883057,-0.184772341184833,0.55,0.647058823529412,0.571428571428571,0.8
"PSEN1","PSEN1",0.0723424610787235,-0.183060652518358,-0.116622896081921,0.0277378079971279,0.75,0.882352941176471,0.642857142857143,0.6
"ABCB9","ABCB9",0.0157078208127125,-0.00626632089208674,0.140058901458486,0.0328690222833276,0.6,0.529411764705882,0.928571428571429,0.8
"SHMT1","SHMT1",-0.0866578650769751,0.0716499873757931,0.0254450988081659,0.0410429059031276,0.9,0.823529411764706,0.571428571428571,0.6
"CTD-2031P19.4","CTD-2031P19.4",0.0216160839276496,0.00480416000863294,0.153850965173589,0.0540750134010609,0.8,0.529411764705882,1,0.6
"FLRT3","FLRT3",0.0332358062469371,-0.0162055110633821,0.067716181445086,0.0191486474245463,0.8,0.764705882352941,0.642857142857143,0.6
"DCAF6","DCAF6",-0.0212864611324488,0.0188579485524267,-0.0593901366692902,0.0149535116388055,0.55,0.588235294117647,0.785714285714286,0.6
"PRSS21","PRSS21",-0.014104811990157,-0.0308925302327499,0.188539176520249,-0.00011942173108656,0.25,0.294117647058824,0.928571428571429,0.2
"ZFYVE26","ZFYVE26",-0.00485839279470333,-0.034647633032359,0.118993735223271,0.00074257607055823,0.65,0.764705882352941,0.928571428571429,0.4
"SIPA1L3","SIPA1L3",0.0153846003331874,0.0172066881097854,0.133914486920089,-0.0784279950796903,0.6,0.529411764705882,0.785714285714286,0.6
"PAQR5","PAQR5",0.0196031378493203,-0.0276989791030732,0.0476237903920584,0.00954913546861629,0.6,0.823529411764706,0.785714285714286,0.8
"SLC9A2","SLC9A2",-0.0307095187607026,-0.0238110296791186,0.0328889059821464,-0.0636327029957373,0.55,0.411764705882353,0.5,1
"GCN1L1","GCN1L1",-0.0929832745821925,0.0785928851200697,0.169685974894572,-0.00106106732709596,0.9,0.647058823529412,0.928571428571429,0.4
"LRWD1","LRWD1",-0.0233748970364578,-0.00178243078967151,-0.00210997001310173,-0.0320986978142954,0.6,0.588235294117647,0.5,0.6
"LEKR1","LEKR1",-0.00939282386479708,0.0023873276671127,0.0984665027037727,-0.0234840632638027,0.55,0.529411764705882,0.857142857142857,0.6
"RN7SL1","RN7SL1",-0.0391649239088408,-0.116439971984663,0.232952798723756,0.0798764612452727,0.55,0.705882352941177,0.857142857142857,0.4
"ZC3H7B","ZC3H7B",0.000101101280875861,0.0125929248444952,0.0432881205605776,-0.0153886124173806,0.65,0.647058823529412,0.714285714285714,0.8
"UCP2","UCP2",-0.00992042159805995,0.0806951400377359,0.172264188014457,-0.201191093189915,0.75,0.647058823529412,0.785714285714286,0.8
"FAM92A1","FAM92A1",-0.0184353714177477,0.0183511200583681,0.0622056215023323,-0.0603726922327396,0.6,0.411764705882353,0.857142857142857,0.8
"RP3-395M20.12","RP3-395M20.12",-0.0215841994909309,-0.0396908051105804,-0.0523833496124897,-0.0254706825869137,0.55,0.470588235294118,0.785714285714286,0.8
"C12orf43","C12orf43",-0.0373313306141021,0.0675176164619937,0.0398901311516504,0.00632606526643615,0.55,0.705882352941177,0.714285714285714,0.6
"RP11-635N19.3","RP11-635N19.3",0.0351628569399471,0.0876781218973936,0.0765440702522583,0.10613899007791,0.45,0.647058823529412,0.785714285714286,0.8
"SFXN1","SFXN1",-0.10145597101313,-0.0441887808765678,0.00257628676847724,-0.065200804415095,0.8,0.647058823529412,0.714285714285714,0.8
"ERI1","ERI1",-0.0425795201046128,0.00482749664071999,-0.0195583059322852,0.0428667071892107,0.6,0.529411764705882,0.5,0.6
"NXN","NXN",0.0261573133557765,0.0108090667697754,0.0605944203944086,-0.00373523773974965,0.65,0.529411764705882,0.785714285714286,0.4
"HDAC11","HDAC11",0.000704940127388584,-0.0435090076295923,-0.0698870372784066,0.00180807583879239,0.55,0.705882352941177,0.857142857142857,0.8
"ALDH3B1","ALDH3B1",0.0263019328768698,-0.142358092994431,-0.0228670277039436,-0.0595255403864966,0.55,0.882352941176471,0.642857142857143,0.6
"ABCC10","ABCC10",0.00303858212176984,-0.0129123435025107,0.241833759002247,-0.0130092653391575,0.6,0.470588235294118,0.857142857142857,0.4
"DHX34","DHX34",-0.0184126037611873,-0.0557834813960227,0.113625663019388,-0.0342560082564734,0.75,0.823529411764706,0.785714285714286,0.6
"FOXK1","FOXK1",-0.0736031654105269,0.0210883183092289,0.0744725170877741,-0.054990882172764,0.7,0.470588235294118,0.928571428571429,0.6
"RP11-464F9.20","RP11-464F9.20",-0.000199911709447575,-0.000184563652072559,0.118235807095173,0.0221519977658075,0.55,0.352941176470588,0.857142857142857,0.8
"PWWP2A","PWWP2A",-0.0523007069058194,-0.0216147433957804,-0.173013366073137,-0.0420999749214015,0.7,0.647058823529412,0.857142857142857,0.8
"RP11-143J12.2","RP11-143J12.2",0.00274776146657386,-0.00372687439305161,0.0598556121565364,0.11085120933362,0.55,0.411764705882353,0.785714285714286,0.8
"STK25","STK25",-0.0418265644148585,0.0581037102498112,0.173301097225727,-0.0432843005532386,0.6,0.647058823529412,0.928571428571429,0.6
"NAE1","NAE1",-0.129217873951268,0.145943090183794,0.0216747250924541,0.104060290435856,0.8,0.705882352941177,0.642857142857143,0.8
"PHLDA3","PHLDA3",0.102517692550704,-0.149751998865723,-0.0672545516438794,0.111941077178327,0.7,0.823529411764706,0.5,0.8
"RBM28","RBM28",-0.0357308636303055,0.0998312462664152,-0.00161980561874252,-0.0156263022232854,0.75,0.705882352941177,0.428571428571429,0.8
"CALD1","CALD1",0.0210154637498945,0.0568995015723096,0.0195364275617839,0.0156876767595147,0.5,0.705882352941177,0.571428571428571,0.6
"TRBC2","TRBC2",-0.0234613602576657,-0.0364272670558543,0.184921603456638,0.00202288840852436,0.15,0.470588235294118,0.642857142857143,0.4
"CREB5","CREB5",0.0580225038059254,-0.0950096669264723,0.167801861818291,-0.0854831464038852,0.85,0.647058823529412,0.642857142857143,0.8
"MXRA8","MXRA8",0.00055165786385665,-0.00144697318700972,0.190389010882382,0.00562183357777574,0.3,0.588235294117647,0.928571428571429,0.6
"HAS2","HAS2",-0.0208000838072019,-0.0383884916747358,0.135145079752091,0.00121702757037997,0.3,0.705882352941177,0.642857142857143,0.4
"VIM","VIM",-0.0544503769127676,0.0732232664926076,-0.285131264171113,0.0116900085989985,0.5,0.588235294117647,0.571428571428571,0.8
"IL7R","IL7R",0.000315738597071844,-0.000161653782122511,0.192953363941676,0,0.2,0.117647058823529,0.714285714285714,0
"SERPINB2","SERPINB2",0.0634989122352266,-0.0677072570548891,0.168249666204434,0.0921935174463775,0.75,0.588235294117647,0.785714285714286,0.8
"PLEKHF1","PLEKHF1",0.00245365294284229,-0.000569128647751529,0.14646329669336,0.0389396862323776,0.45,0.529411764705882,0.785714285714286,0.8
"FRMD6","FRMD6",0.0364368720400609,-0.0378813534425306,0.00169171752534722,-0.0642756135512113,0.65,0.882352941176471,0.571428571428571,0.8
"MMP2","MMP2",0.00407759286989116,0.00411140012398977,0.0457132597662124,0.0069136977065303,0.3,0.352941176470588,0.785714285714286,0.6
"TGFB1I1","TGFB1I1",-0.000235068257178511,-0.0197609031066656,-0.126979161932765,-0.147663310647172,0.6,0.705882352941177,0.571428571428571,0.8
"TNFRSF18","TNFRSF18",0.00178519322181761,-0.00283632312646461,0.171613465847549,-0.0146859484327856,0.35,0.352941176470588,0.714285714285714,0.8
"ARHGEF4","ARHGEF4",-0.00378179738817246,-0.0398169069578464,0.0896245919981092,0.021491833232372,0.65,0.823529411764706,0.785714285714286,0.6
"HLA-DQB1","HLA-DQB1",-0.0384563285806674,-0.0124897292807664,0.118679679027708,-0.109842667617574,0.6,0.411764705882353,0.857142857142857,0.8
"FBLN2","FBLN2",-0.000696552794382374,-8.70719547597194e-05,0.148009528351114,0,0.35,0.117647058823529,0.857142857142857,0
"FYB","FYB",0.0183006312755028,-0.00270409341709166,0.0935044160790067,-0.0391050536101848,0.6,0.470588235294118,0.857142857142857,0.4
"CST1","CST1",0.0166099522635877,0.00502550363760786,0.126615884852035,0.00369105267304403,0.65,0.352941176470588,1,0.4
"ITGA2","ITGA2",0.058014235532534,-0.554070336720315,0.0598074716115212,0.0595659788758456,0.7,0.941176470588235,0.5,0.8
"CRABP2","CRABP2",-0.0377204060089973,0.0544253723763449,0.165751173465311,-0.0174324832211566,0.55,0.529411764705882,0.785714285714286,0.6
"ADAM19","ADAM19",0.00344910509507415,0.00204506115416716,-0.00181524868732459,-0.0167869115614082,0.45,0.235294117647059,0.357142857142857,0.4
"PAEP","PAEP",0.00953518565837645,0.00225854672942008,0.198805748014185,0.0579504091403841,0.35,0.294117647058824,1,1
"MAP1B","MAP1B",0.00530001753247918,-0.0443285003987549,0.175400794714928,-0.117599206831252,0.35,0.705882352941177,0.928571428571429,0.8
"C8orf4","C8orf4",-0.189608131717159,-0.273332924076809,0.195599200789647,-0.427898385518689,0.7,0.823529411764706,0.928571428571429,1
"PTHLH","PTHLH",0.00824652168118803,-0.00341662391238733,0.0773917461865044,0.0266824817531587,0.8,0.352941176470588,0.642857142857143,1
"IGFBP1","IGFBP1",0.0553338888730861,-0.0272812546315923,0.259207244085413,0.258145541701728,0.4,0.294117647058824,0.857142857142857,0.8
"EPHB6","EPHB6",-0.0275744923883764,-0.112196037252966,0.144915884406521,-0.0237147953823064,0.7,0.823529411764706,0.785714285714286,1
"MRC2","MRC2",0.00482601952699444,0.00102456665645639,0.044858797385156,-0.0468925112400399,0.5,0.470588235294118,0.714285714285714,0.6
"SEMA7A","SEMA7A",0.0198444557014975,-0.216910898131944,0.0980196708471335,-0.143199892812851,0.6,0.941176470588235,0.714285714285714,0.6
"BMP7","BMP7",0.00342053557304964,0.0130462452938502,0.0606913592543711,-0.0117683884254622,0.3,0.529411764705882,0.857142857142857,0.4
"PDGFB","PDGFB",0.0100031693632649,-0.0666193594626367,-0.063390930856853,0.0168807356545355,0.65,0.764705882352941,0.642857142857143,0.6
"TEAD2","TEAD2",0.0613486298700327,0.0242155641527289,0.0369242344241361,-0.00113030955300873,0.65,0.529411764705882,0.714285714285714,0.2
"LIMS2","LIMS2",-5.952664098509e-05,2.32195793317932e-05,0.0319684219805243,-0.00447516601878756,0.25,0.0588235294117647,0.785714285714286,0.4
"LAPTM5","LAPTM5",-0.0106847584090287,0.0100082954262103,0.0442394121418848,0,0.3,0.117647058823529,0.785714285714286,0
"CCDC71L","CCDC71L",0.00483732350870367,-0.0491833908844229,0.127888281290272,0.0217927079520383,0.55,0.529411764705882,0.714285714285714,0.6
"KIAA1462","KIAA1462",-0.00709431325660383,-0.0223385231745596,0.110495586968502,0.0213725834152513,0.55,0.705882352941177,0.928571428571429,1
"CMTM3","CMTM3",0.00302558768620633,-0.0392516430297298,0.0655559590958319,-0.0282073282961715,0.35,0.882352941176471,0.571428571428571,0.8
"FAP","FAP",0.000173585492348258,-0.00137273303723467,0.0519291126707246,0,0.45,0.176470588235294,0.642857142857143,0
"DSE","DSE",0.0083578274652876,-0.00767108739227646,0.0340255030795605,0.00200554411220853,0.65,0.529411764705882,0.642857142857143,0.6
"ATP2B4","ATP2B4",0.0665779148546362,-0.172395649945699,0.161597270342473,0.0307999091934493,0.65,0.941176470588235,0.785714285714286,1
"TNS4","TNS4",-0.0424796417282528,-0.0932518784542834,0.0454860035040689,0.0545069267194825,0.7,0.705882352941177,0.642857142857143,0.8
"RP11-356I2.4","RP11-356I2.4",0.00416965187654878,0.00421854510281903,0.0970092081602184,0.0313128646686602,0.45,0.470588235294118,0.857142857142857,1
"ADRB2","ADRB2",0.025674673307679,0.022044994567906,0.11440688158404,-0.0725192419176092,0.8,0.705882352941177,0.857142857142857,0.6
"SLFN5","SLFN5",0.136524948143611,-0.0959395405493562,0.163982967046696,0.0721825779738815,0.8,0.529411764705882,0.928571428571429,0.8
"TRIO","TRIO",-0.0514687545222569,0.0139996518377227,0.0177097118419882,0.0222275709377316,0.7,0.470588235294118,0.571428571428571,0.6
"CAV2","CAV2",-0.0335132164502651,-0.225196124478078,-0.0692235652413127,0.387455453322507,0.35,0.705882352941177,0.571428571428571,1
"NKAIN4","NKAIN4",-4.7529288817343e-05,0.00543561753163391,-0.0350025072254323,0.0012510043856262,0.15,0.294117647058824,0.571428571428571,0.4
"MBOAT7","MBOAT7",0.0139713810719218,-0.0190326057030585,0.394696748743231,0.107708857757094,0.65,0.470588235294118,0.857142857142857,1
"STMN3","STMN3",0.00185564684240591,-0.0163135667495108,0.118456640670223,0.0376261140266794,0.5,0.588235294117647,0.785714285714286,0.8
"NRP2","NRP2",-0.0051827757786885,-0.118640410409004,0.0575818535070361,-0.124047196919697,0.35,0.764705882352941,0.714285714285714,0.8
"ECE1","ECE1",-0.00237988339643694,-0.144409608258639,0.281903534446337,-0.00379668123207058,0.55,0.764705882352941,0.857142857142857,0.6
"RP11-148B18.3","RP11-148B18.3",8.55019776819647e-05,-0.000797923421791455,-0.0500483827337867,-0.00589185022487024,0.2,0.235294117647059,0.5,0.4
"RP11-64B16.2","RP11-64B16.2",-0.000995772838911068,-0.000646659884410168,0.0425385466780855,0,0.45,0.235294117647059,0.785714285714286,0
"ITGA3","ITGA3",-0.0298740386974053,-0.339577841535748,0.0409028658808511,-0.132605481368607,0.5,0.882352941176471,0.571428571428571,0.6
"FURIN","FURIN",-0.0562872218131665,-0.136997110751131,0.259171623973459,-0.105212981188936,0.75,0.823529411764706,0.857142857142857,1
"PTX3","PTX3",0.000648265733918102,0.000659103347695648,0.0634032226124115,0,0.3,0.294117647058824,0.642857142857143,0
"RP11-395G23.3","RP11-395G23.3",0.0133892729777741,-0.023956801073632,0.0723563930363164,0.00490671934151672,0.55,0.529411764705882,0.714285714285714,0.6
"THBD","THBD",0.0155994817694784,0.0128781282131972,0.0667066100779444,0.0313742044008868,0.5,0.529411764705882,0.571428571428571,0.6
"PHLDB2","PHLDB2",0.0273693338659909,-0.00713773323997089,-0.130430567424295,0.0253722209741644,0.85,0.470588235294118,0.571428571428571,0.8
"RP11-417E7.1","RP11-417E7.1",0.00534427202788692,-0.0146306794594747,0.0194731336697304,0.0161127544603924,0.3,0.411764705882353,0.571428571428571,0.8
"EGFR","EGFR",0.0556625009071283,-0.0127569324576029,0.0174579063553352,-0.0131056659887758,0.6,0.529411764705882,0.5,0.8
"EPHB2","EPHB2",0.00333227175420834,0.00511785368322173,0.00779152758692366,-0.0926582745794182,0.4,0.411764705882353,0.642857142857143,0.8
"TGFBI","TGFBI",0.0257671722935616,-0.00338713723858462,0.0860084657029328,-0.0135700355402068,0.5,0.647058823529412,0.714285714285714,0.6
"GPNMB","GPNMB",-0.0106783316586584,0.00116304463564224,0.153096977041135,0.0094283702485077,0.45,0.352941176470588,0.928571428571429,0.6
"KLK7","KLK7",0.0663514576772289,-0.167876680496755,0.452792799510803,0.172466344360832,0.55,0.705882352941177,0.714285714285714,1
"PACS1","PACS1",-0.0052795630564486,-0.0859086948061312,0.173646153260261,-0.01690230707328,0.45,0.823529411764706,0.928571428571429,0.6
"LIMD2","LIMD2",-0.000532090623454367,0.00460084536317212,0.0680380852214547,-0.069328957911551,0.55,0.588235294117647,0.642857142857143,0.6
"RASGRP3","RASGRP3",0.137249580780382,-0.129427878096397,0.242833584254048,-0.00671123898086054,0.8,0.764705882352941,0.857142857142857,0.8
"KLK8","KLK8",0.0154248964847427,-0.0828536248773995,0.225289194804576,0.0304384240206487,0.7,0.823529411764706,0.857142857142857,0.8
"DAB2","DAB2",0.0862927142430897,-0.0948545186893699,0.140863246612318,-0.0204720129749604,0.55,0.705882352941177,0.928571428571429,0.8
"FJX1","FJX1",0.000688826227509619,0.00358339984086845,0.0228850594948638,0.00400915608248074,0.45,0.470588235294118,0.571428571428571,0.6
"OLFML2A","OLFML2A",0.00144404650231806,0.00133180295349079,0.020273680737487,0.00773549229993213,0.25,0.117647058823529,0.785714285714286,0.8
"C10orf10","C10orf10",0.209561829939206,-0.108214736373867,0.0975873405498008,-0.178704520732826,0.8,0.705882352941177,0.714285714285714,0.8
"WNT7A","WNT7A",-0.00322251902329894,-0.0392801099164357,-0.00230132600892902,0.000916660301787616,0.2,0.470588235294118,0.5,0.4
"GRINA","GRINA",0.015598231217378,-0.118348337415629,0.181851999143508,-0.102856793420961,0.55,0.764705882352941,0.714285714285714,0.6
"NEURL3","NEURL3",-0.00504677056496398,-0.0305878767697375,0.134735713101208,0.002705470926903,0.35,0.470588235294118,0.857142857142857,0.8
"TMEM158","TMEM158",0.00464701128159869,-0.0250094214072543,-0.14334498283184,0.0131589466618103,0.65,0.470588235294118,0.714285714285714,0.6
"NRP1","NRP1",-0.0169133299082537,-0.0229263581747706,0.111058845588201,-0.00180176474510771,0.55,0.647058823529412,0.928571428571429,0.6
"TNKS1BP1","TNKS1BP1",0.0350101697578742,-0.0577092644945177,0.136748729655323,-0.033440997098618,0.7,0.529411764705882,0.785714285714286,0.6
"RP6-99M1.2","RP6-99M1.2",0.151627075473251,0.0364945265612394,0.122686564991447,-0.106127530897632,0.85,0.647058823529412,0.785714285714286,1
"CAPRIN2","CAPRIN2",0.0062519443009083,-0.0432268763391298,0.0149609041133208,-0.0140886356647253,0.5,0.588235294117647,0.571428571428571,0.6
"EGOT","EGOT",-0.0158602002740105,-0.0460331155837541,0.0557692989058151,0.040377033010092,0.5,0.705882352941177,0.714285714285714,0.8
"ABAT","ABAT",0.00287968401419687,-0.0656429489784207,0.0392714465801512,-0.0199391041870882,0.5,0.764705882352941,0.714285714285714,0.4
"COL7A1","COL7A1",0.000312390403263425,-0.0326953113853459,0.0632896247372307,0.00123865996440497,0.55,0.764705882352941,0.642857142857143,0.6
"ABLIM3","ABLIM3",0.0011860693858413,-0.146325016582385,0.0971079878708803,0.0753434392477945,0.55,0.764705882352941,0.714285714285714,0.8
"HOMER3","HOMER3",0.0319450357628017,-0.0186520840966163,0.0357374769109879,-0.0548607415324276,0.75,0.705882352941177,0.571428571428571,0.8
"HAPLN3","HAPLN3",0.0256257752759195,-0.0498887540759549,0.0325978929921936,0.0355823303851925,0.75,0.588235294117647,0.785714285714286,0.8
"ST5","ST5",0.0440484493598786,-0.189528334640815,0.0652943100859403,-0.0393615867201483,0.6,0.882352941176471,0.785714285714286,0.6
"ZNF385A","ZNF385A",-0.00798389761111678,-0.017698114208232,0.018309755516907,0.0178700170290965,0.6,0.647058823529412,0.714285714285714,0.6
"BMP1","BMP1",0.0247304438965258,-0.0653640070783462,0.0436742584685726,0.0370351135435646,0.65,0.764705882352941,0.642857142857143,0.6
"GRAMD1A","GRAMD1A",-0.00586151210665779,-0.0624938652557168,0.0745336492682769,-0.049319040985763,0.6,0.588235294117647,0.714285714285714,0.6
"SPON2","SPON2",-0.00409557518010341,0.0124118778357494,0.268337587006369,-0.0247099034973244,0.5,0.470588235294118,0.785714285714286,0.6
"CLSTN1","CLSTN1",-0.0191034223201935,-0.164975475557701,0.249749733762039,0.00823028229204164,0.45,0.882352941176471,0.928571428571429,0.4
"IL20RB","IL20RB",-0.000876772717358236,-0.0079030814801212,0.107631126486875,-0.00663075592279225,0.45,0.764705882352941,0.928571428571429,0.8
"FMNL2","FMNL2",0.0511006947872299,0.0716758965961534,0.092941969618758,0.0271713659843168,0.65,0.764705882352941,0.785714285714286,0.6
"CHPF","CHPF",0.0664722223167182,-0.12469160339711,0.357053167050351,-0.0439808513889203,0.7,0.823529411764706,0.642857142857143,0.6
"DSC3","DSC3",-0.0194229707586253,-0.00188665086137836,0.0338744309490292,0.00983734405229788,0.4,0.411764705882353,0.642857142857143,0.6
"RASSF8-AS1","RASSF8-AS1",-0.0022842263650533,-0.00171944252324526,0.122900108696404,0.00928539861475439,0.35,0.411764705882353,0.785714285714286,0.8
"MIR181A1HG","MIR181A1HG",0.0662961062063853,-0.0016486085327261,0.16667881103141,0.100487916535075,0.6,0.411764705882353,0.857142857142857,1
"CRCT1","CRCT1",0.00674703227948115,-0.0667254458621755,0.0312889269160477,0.03793716218818,0.65,0.882352941176471,0.5,1
"SLC7A8","SLC7A8",0.0066890634190233,0.0394891032044939,0.0785170281577037,-0.13453990286431,0.4,0.588235294117647,0.785714285714286,1
"CSF2","CSF2",0.017077754961215,-0.0465248720254715,0.0140803321213359,0.0190435344199954,0.7,0.823529411764706,0.5,0.6
"COL9A3","COL9A3",0.0218965735152923,0.0340808372780104,0.180621806028756,-0.0361454471341679,0.7,0.705882352941177,0.714285714285714,0.4
"MFI2","MFI2",-0.0311707039035832,-0.126945417213494,0.272336100150373,-0.182775834376238,0.65,0.705882352941177,0.857142857142857,0.8
"NFE2L3","NFE2L3",-0.14496557089325,-0.0711197545339709,0.0627520211976064,-0.0123362771880567,0.65,0.647058823529412,0.642857142857143,0.6
"RAB38","RAB38",0.0494423376849787,0.0052101100930618,0.0891865795556912,-0.0192284898750706,0.85,0.588235294117647,0.928571428571429,0.6
"BCAR1","BCAR1",0.0505097035366763,-0.0383817171638037,0.096296966351243,-0.169493322954026,0.65,0.647058823529412,0.785714285714286,1
"FAM83A","FAM83A",0.0195781213128897,-0.0872893950732071,0.0489771977451573,0.0399557794991529,0.4,0.705882352941177,0.642857142857143,0.8
"RUNX2","RUNX2",-0.0108197682850365,-0.0322414644653129,0.0665730805470625,0.0195467589010084,0.45,0.529411764705882,0.785714285714286,0.4
"MT1L","MT1L",-0.000373441559122678,0.0109159358419014,-0.122834481813109,0.00380534449906502,0.45,0.470588235294118,0.571428571428571,0.6
"NCS1","NCS1",0.0138955824714958,0.0113433391747184,0.0338520015703667,0.00218115334900848,0.5,0.647058823529412,0.785714285714286,0.6
"TEAD1","TEAD1",0.0832637637826519,0.00226258193807495,0.0605588863385748,-0.121524725830484,0.6,0.411764705882353,0.714285714285714,1
"GPSM1","GPSM1",0.00222507798257173,-0.0100623096230653,0.0310844048580806,0.0136962975084111,0.6,0.470588235294118,0.785714285714286,0.6
"PLEKHG3","PLEKHG3",-0.00083807492828409,-0.0470259017725345,0.0318225828467157,-0.224591220027046,0.5,0.470588235294118,0.5,0.6
"FAM65A","FAM65A",-0.0177858890153755,-0.0666167975999467,0.104486041514137,0.0195881563124018,0.6,0.882352941176471,0.642857142857143,0.6
"LINC00704","LINC00704",0.000808794572242333,-0.0366421633765739,0.0444694202939536,0.0327078733744402,0.55,0.588235294117647,0.642857142857143,0.8
"NAV2","NAV2",0.0230164206938977,0.128069390736166,0.0569128887441826,-0.182836119525922,0.6,0.882352941176471,0.785714285714286,1
"FGD6","FGD6",0.0775202736911204,-0.161010466995082,0.0199915254886709,0.0215402064618175,0.65,0.823529411764706,0.571428571428571,0.4
"FBXO2","FBXO2",-0.00456503402381081,-0.00599944252943682,0.164541824257651,0.0255557088201152,0.55,0.588235294117647,0.714285714285714,0.8
"RBPMS2","RBPMS2",0.0154501518161068,-0.00351164530396071,0.0350179677814749,-0.0413926134439291,0.35,0.294117647058824,0.714285714285714,0.8
"EHD2","EHD2",0.0539497215037441,-0.0448807800345895,-0.0317388223040086,0.0187436235059271,0.7,0.529411764705882,0.5,1
"APOBEC3G","APOBEC3G",-0.0604251091773597,-0.0182289632715432,0.0543869005623797,-0.0187471661365084,0.6,0.529411764705882,0.857142857142857,0.6
"NEDD4","NEDD4",-0.0204819623244407,-0.0556204638055375,0.0750913632347278,-0.0183002569661876,0.5,0.882352941176471,0.785714285714286,0.6
"CDC42EP3","CDC42EP3",0.021688564573489,-0.0164106532019629,0.000693022200001205,0.019303463917004,0.35,0.411764705882353,0.714285714285714,0.6
"FABP1","FABP1",0.107165974278441,-0.00157391291562933,-0.107303268015211,0.0548439315960108,0.6,0.529411764705882,0.428571428571429,0.8
"RGS14","RGS14",-0.00219630681269506,0.0220928838971696,0.0635459853159562,-0.0348915975336266,0.75,0.647058823529412,0.714285714285714,0.4
"RP11-465B22.3","RP11-465B22.3",0.0135032517463436,-0.00186528582163279,-0.0521781885342346,0.0316243190657107,0.8,0.470588235294118,0.642857142857143,0.8
"P4HA2","P4HA2",0.053373280970485,-0.110649819527705,0.080736412214922,-0.0662660531083876,0.7,0.764705882352941,0.571428571428571,0.8
